192.175.48.1/32 #AS58 SSC-299-Z-58 - Shared Services Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
162.254.176.0/24 #AS577 BACOM - Bell Canada, CA
172.110.162.0/24 #AS577 BACOM - Bell Canada, CA
174.88.0.0/13 #AS577 BACOM - Bell Canada, CA
184.144.0.0/14 #AS577 BACOM - Bell Canada, CA
184.148.0.0/15 #AS577 BACOM - Bell Canada, CA
184.150.0.0/18 #AS577 BACOM - Bell Canada, CA
184.150.64.0/19 #AS577 BACOM - Bell Canada, CA
184.150.96.0/20 #AS577 BACOM - Bell Canada, CA
184.150.128.0/18 #AS577 BACOM - Bell Canada, CA
184.150.192.0/21 #AS577 BACOM - Bell Canada, CA
184.150.200.0/22 #AS577 BACOM - Bell Canada, CA
184.150.208.0/20 #AS577 BACOM - Bell Canada, CA
184.150.224.0/19 #AS577 BACOM - Bell Canada, CA
184.151.0.0/16 #AS577 BACOM - Bell Canada, CA
192.75.114.0/24 #AS577 BACOM - Bell Canada, CA
192.75.175.0/24 #AS577 BACOM - Bell Canada, CA
192.139.145.0/24 #AS577 BACOM - Bell Canada, CA
192.139.221.0/24 #AS577 BACOM - Bell Canada, CA
192.139.222.0/24 #AS577 BACOM - Bell Canada, CA
192.139.231.0/24 #AS577 BACOM - Bell Canada, CA
192.152.97.0/24 #AS577 BACOM - Bell Canada, CA
192.219.32.0/19 #AS577 BACOM - Bell Canada, CA
192.219.253.0/24 #AS577 BACOM - Bell Canada, CA
198.161.248.0/24 #AS577 BACOM - Bell Canada, CA
198.168.97.0/24 #AS577 BACOM - Bell Canada, CA
198.235.69.0/24 #AS577 BACOM - Bell Canada, CA
198.235.210.0/23 #AS577 BACOM - Bell Canada, CA
198.235.212.0/22 #AS577 BACOM - Bell Canada, CA
198.235.216.0/22 #AS577 BACOM - Bell Canada, CA
199.60.218.0/23 #AS577 BACOM - Bell Canada, CA
199.60.220.0/23 #AS577 BACOM - Bell Canada, CA
199.71.70.0/24 #AS577 BACOM - Bell Canada, CA
199.71.126.0/23 #AS577 BACOM - Bell Canada, CA
199.71.136.0/24 #AS577 BACOM - Bell Canada, CA
199.71.154.0/24 #AS577 BACOM - Bell Canada, CA
199.84.141.0/24 #AS577 BACOM - Bell Canada, CA
199.85.64.0/23 #AS577 BACOM - Bell Canada, CA
199.85.68.0/24 #AS577 BACOM - Bell Canada, CA
199.85.70.0/24 #AS577 BACOM - Bell Canada, CA
199.85.75.0/24 #AS577 BACOM - Bell Canada, CA
199.85.107.0/24 #AS577 BACOM - Bell Canada, CA
199.166.16.0/23 #AS577 BACOM - Bell Canada, CA
199.166.252.0/24 #AS577 BACOM - Bell Canada, CA
199.185.6.0/24 #AS577 BACOM - Bell Canada, CA
199.185.30.0/23 #AS577 BACOM - Bell Canada, CA
199.212.114.0/23 #AS577 BACOM - Bell Canada, CA
199.212.116.0/24 #AS577 BACOM - Bell Canada, CA
199.216.71.0/24 #AS577 BACOM - Bell Canada, CA
199.216.165.0/24 #AS577 BACOM - Bell Canada, CA
199.243.0.0/16 #AS577 BACOM - Bell Canada, CA
199.246.102.0/24 #AS577 BACOM - Bell Canada, CA
199.246.211.0/24 #AS577 BACOM - Bell Canada, CA
204.19.172.0/24 #AS577 BACOM - Bell Canada, CA
204.19.175.0/24 #AS577 BACOM - Bell Canada, CA
204.19.228.0/24 #AS577 BACOM - Bell Canada, CA
204.101.0.0/16 #AS577 BACOM - Bell Canada, CA
204.187.72.0/23 #AS577 BACOM - Bell Canada, CA
204.225.69.0/24 #AS577 BACOM - Bell Canada, CA
204.225.70.0/24 #AS577 BACOM - Bell Canada, CA
204.225.129.0/24 #AS577 BACOM - Bell Canada, CA
205.189.149.0/24 #AS577 BACOM - Bell Canada, CA
205.207.216.0/23 #AS577 BACOM - Bell Canada, CA
205.207.219.0/24 #AS577 BACOM - Bell Canada, CA
205.207.220.0/23 #AS577 BACOM - Bell Canada, CA
205.207.237.0/24 #AS577 BACOM - Bell Canada, CA
205.233.4.0/22 #AS577 BACOM - Bell Canada, CA
205.233.152.0/23 #AS577 BACOM - Bell Canada, CA
205.236.15.0/24 #AS577 BACOM - Bell Canada, CA
205.236.190.0/24 #AS577 BACOM - Bell Canada, CA
206.47.0.0/16 #AS577 BACOM - Bell Canada, CA
206.108.104.0/23 #AS577 BACOM - Bell Canada, CA
206.108.110.0/23 #AS577 BACOM - Bell Canada, CA
206.167.50.0/24 #AS577 BACOM - Bell Canada, CA
206.172.0.0/16 #AS577 BACOM - Bell Canada, CA
206.188.202.0/24 #AS577 BACOM - Bell Canada, CA
207.35.0.0/16 #AS577 BACOM - Bell Canada, CA
207.61.0.0/16 #AS577 BACOM - Bell Canada, CA
207.164.0.0/16 #AS577 BACOM - Bell Canada, CA
207.231.231.0/24 #AS577 BACOM - Bell Canada, CA
207.236.0.0/16 #AS577 BACOM - Bell Canada, CA
208.70.215.0/24 #AS577 BACOM - Bell Canada, CA
209.17.128.0/18 #AS577 BACOM - Bell Canada, CA
209.71.208.0/20 #AS577 BACOM - Bell Canada, CA
209.71.224.0/19 #AS577 BACOM - Bell Canada, CA
209.128.54.0/24 #AS577 BACOM - Bell Canada, CA
209.128.57.0/24 #AS577 BACOM - Bell Canada, CA
209.139.192.0/18 #AS577 BACOM - Bell Canada, CA
209.196.154.0/24 #AS577 BACOM - Bell Canada, CA
209.226.0.0/16 #AS577 BACOM - Bell Canada, CA
216.6.192.0/20 #AS577 BACOM - Bell Canada, CA
216.18.0.0/17 #AS577 BACOM - Bell Canada, CA
216.19.64.0/20 #AS577 BACOM - Bell Canada, CA
216.208.0.0/15 #AS577 BACOM - Bell Canada, CA
192.175.48.1/32 #AS591 NSTN-AS - NSTN, Inc., CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS601 BACOM4-AS - Bell Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS602 BACOM3-AS - Bell Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
67.210.128.0/20 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
131.202.0.0/16 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
138.73.0.0/16 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
138.119.0.0/16 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
139.103.0.0/16 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
142.17.0.0/16 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
192.75.90.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
192.197.142.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
192.207.76.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.29.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.35.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.36.0/22 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.40.0/22 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.44.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.47.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.81.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.82.0/23 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.104.0/23 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.119.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.120.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.123.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.125.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.126.0/23 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.128.0/22 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.134.0/23 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.140.0/22 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.144.0/21 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.152.0/22 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.156.0/23 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.163.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.238.0/23 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
198.164.254.0/24 #AS611 NECN-1-611 - NB-PEI Educational Computer Network, CA
192.175.48.1/32 #AS684 MTSAL-ASN - Bell Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS691 PEINET-AS - University of Prince Edward Island, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
130.63.0.0/16 #AS802 YORKU-AS - York University, CA
192.75.18.0/24 #AS802 YORKU-AS - York University, CA
198.96.32.0/21 #AS802 YORKU-AS - York University, CA
199.212.64.0/20 #AS802 YORKU-AS - York University, CA
64.110.192.0/18 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
64.201.192.0/19 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
67.225.0.0/17 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
68.69.192.0/19 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
69.11.0.0/17 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
71.17.0.0/16 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
74.113.12.0/22 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
96.125.240.0/20 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
104.152.28.0/22 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
104.219.8.0/22 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
104.255.48.0/22 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
108.60.160.0/19 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
108.160.16.0/20 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
108.174.160.0/20 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
142.164.0.0/15 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
162.253.8.0/22 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
192.34.224.0/21 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
192.75.185.0/24 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
192.139.160.0/22 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
192.139.164.0/24 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
192.139.167.0/24 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
192.139.168.0/21 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
192.139.185.0/24 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
192.219.119.0/24 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
198.73.60.0/22 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
198.73.64.0/22 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
198.73.80.0/24 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
198.73.82.0/24 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
198.169.28.0/23 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
198.169.239.0/24 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
198.169.248.0/24 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
198.230.96.0/19 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
198.245.112.0/20 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
199.26.190.0/23 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
199.189.88.0/21 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
204.83.0.0/16 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
206.163.224.0/19 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
207.47.128.0/17 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
207.195.0.0/17 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
216.126.200.0/22 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
216.174.128.0/19 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
216.197.128.0/17 #AS803 SASKTEL - Saskatchewan Telecommunications, CA
192.175.48.1/32 #AS804 ISTS-AS-AS - Institute for Space and Terrestrial Science, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.75.68.0/24 #AS806 SSC-299-806 - Shared Services Canada, CA
198.73.135.0/24 #AS806 SSC-299-806 - Shared Services Canada, CA
198.73.136.0/24 #AS806 SSC-299-806 - Shared Services Canada, CA
199.212.16.0/22 #AS806 SSC-299-806 - Shared Services Canada, CA
199.212.20.0/23 #AS806 SSC-299-806 - Shared Services Canada, CA
205.189.5.0/24 #AS806 SSC-299-806 - Shared Services Canada, CA
205.189.6.0/23 #AS806 SSC-299-806 - Shared Services Canada, CA
205.189.9.0/24 #AS806 SSC-299-806 - Shared Services Canada, CA
205.211.132.0/23 #AS806 SSC-299-806 - Shared Services Canada, CA
205.211.134.0/24 #AS806 SSC-299-806 - Shared Services Canada, CA
138.218.0.0/17 #AS808 GONET-ASN-1 - GONET, CA
142.15.0.0/16 #AS808 GONET-ASN-1 - GONET, CA
142.18.0.0/16 #AS808 GONET-ASN-1 - GONET, CA
142.61.0.0/16 #AS808 GONET-ASN-1 - GONET, CA
142.106.0.0/15 #AS808 GONET-ASN-1 - GONET, CA
142.108.0.0/16 #AS808 GONET-ASN-1 - GONET, CA
142.140.0.0/14 #AS808 GONET-ASN-1 - GONET, CA
142.144.0.0/15 #AS808 GONET-ASN-1 - GONET, CA
204.40.0.0/15 #AS808 GONET-ASN-1 - GONET, CA
206.177.197.0/24 #AS808 GONET-ASN-1 - GONET, CA
206.178.0.0/16 #AS808 GONET-ASN-1 - GONET, CA
192.175.48.1/32 #AS810 SSCWEST - Shared Services Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
192.175.48.1/32 #AS811 SSCEAST - Shared Services Canada, CA - !!ASN BGP NULL OR PRIVATE PREFIX!! - Using prisoner.iana.org to retain ASN info
23.27.205.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
23.155.64.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
24.102.0.0/18 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
24.114.0.0/16 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
24.137.48.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
24.137.192.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
24.153.0.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
24.156.128.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
24.215.0.0/18 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
24.235.96.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
31.76.182.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
31.76.186.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
51.194.8.0/21 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
64.26.128.0/18 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
64.49.14.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
64.71.240.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
64.87.64.0/18 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
64.119.96.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
64.201.32.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
65.97.192.0/18 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
65.111.144.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
65.111.152.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
66.146.128.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
66.185.80.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
66.207.96.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
66.209.48.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
66.220.47.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
66.242.96.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
67.200.48.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
67.200.90.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
67.200.98.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
67.200.102.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
67.210.160.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
67.224.80.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
67.231.208.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
69.17.128.0/18 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
69.20.224.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
69.26.194.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
69.26.251.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
69.58.96.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
69.63.240.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
69.88.49.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
69.88.60.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
69.164.176.0/21 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
72.1.192.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
72.12.128.0/18 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
72.136.0.0/13 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.0.0/21 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.8.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.10.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.12.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.14.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.16.0/21 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.24.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.28.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.32.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.49.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.50.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.64.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.76.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.80.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.84.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.90.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.92.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.112.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.128.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.160.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.174.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.176.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.192.0/21 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.202.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.204.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.208.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.198.224.0/19 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
74.210.0.0/17 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.21.60.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.22.158.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.23.92.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.23.96.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.23.112.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.23.116.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.23.118.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.23.124.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.23.127.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.23.140.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.23.174.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.29.115.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.29.122.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.119.210.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.119.212.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.119.218.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.197.194.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.197.198.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
82.197.206.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
84.245.20.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
84.245.24.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
84.245.30.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
93.113.183.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
93.119.106.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
95.134.114.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
96.46.72.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
96.46.75.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
96.126.164.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
97.75.0.0/18 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
97.108.0.0/14 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
99.208.0.0/12 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
99.224.0.0/11 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
104.164.77.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
104.164.79.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
104.164.80.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
104.164.97.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
104.239.55.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
104.249.23.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
108.63.14.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
108.63.22.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
108.160.240.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
108.171.60.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
108.174.16.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
128.254.205.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
129.33.185.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
129.33.186.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
129.33.188.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
142.0.144.0/20 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
142.146.8.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
142.248.2.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
143.14.232.0/21 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
144.225.218.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
144.225.220.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
149.99.0.0/16 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
152.163.108.0/23 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
152.232.252.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
153.76.124.0/22 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
155.117.204.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
159.6.88.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
159.18.69.0/24 #AS812 ROGERS-COMMUNICATIONS - Rogers Communications Canada Inc., CA
